GeneName	GeneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
DECR1	ENSG00000104325	1837.462032	0.539956792	0.099321052	5.436478785	5.43E-08	6.89E-07
C5orf42	ENSG00000197603	1673.22153	0.540459061	0.106298532	5.084351148	3.69E-07	3.94E-06
VWDE	ENSG00000146530	269.5939425	0.540577657	0.20813426	2.597254567	0.009397225	0.028680729
SLC41A2	ENSG00000136052	482.8971156	0.540604859	0.143232821	3.774308539	0.000160452	0.000853091
AMDHD2	ENSG00000162066	912.1629837	0.540925418	0.165786772	3.262777905	0.001103259	0.004626485
FLVCR2	ENSG00000119686	1641.573826	0.540965326	0.124427889	4.347621172	1.38E-05	9.94E-05
AK1	ENSG00000106992	420.7361698	0.541352642	0.150510956	3.596765691	0.000322198	0.001576105
LGALS3BP	ENSG00000108679	12844.56998	0.541454254	0.088791504	6.098041246	1.07E-09	1.91E-08
STS	ENSG00000101846	248.8860155	0.541757063	0.193892014	2.794117461	0.005204157	0.017438529
HERC4	ENSG00000148634	4049.675516	0.542921941	0.098102148	5.534251324	3.13E-08	4.18E-07
NACC2	ENSG00000148411	3797.288701	0.543013595	0.091645859	5.925129655	3.12E-09	5.10E-08
TRIM22	ENSG00000132274	230.2528723	0.543178465	0.202711852	2.679559478	0.007371911	0.023467198
FAM89B	ENSG00000176973	735.2671906	0.54355738	0.154419323	3.520008836	0.000431532	0.002037195
LYPD6	ENSG00000187123	481.4213531	0.543641274	0.170086651	3.196260675	0.001392213	0.005661009
SPTLC3	ENSG00000172296	545.8952634	0.544012285	0.216873612	2.508430053	0.012126897	0.035613022
TIMM17A	ENSG00000134375	4758.675832	0.544030048	0.103544145	5.254087969	1.49E-07	1.73E-06
TCAF1P1	ENSG00000223459	245.2417592	0.544221327	0.21128624	2.575753768	0.010002185	0.030171575
ZCCHC6	ENSG00000083223	1531.773844	0.544488257	0.108403815	5.022777638	5.09E-07	5.25E-06
GRINA	ENSG00000178719	7771.718849	0.544715178	0.112345882	4.848554904	1.24E-06	1.17E-05
CA12	ENSG00000074410	7618.599658	0.544756353	0.129266133	4.214223326	2.51E-05	0.000168186
RALGDS	ENSG00000160271	1162.91979	0.544813487	0.119585963	4.555831426	5.22E-06	4.21E-05
MBD5	ENSG00000204406	536.5524725	0.545081614	0.172947108	3.151724368	0.001623094	0.006461195
PLXND1	ENSG00000004399	734.0580967	0.545226242	0.130506149	4.177782013	2.94E-05	0.000194504
LOXL2	ENSG00000134013	16416.96971	0.545413905	0.098404543	5.542568361	2.98E-08	4.01E-07
C11orf54	ENSG00000182919	460.8895048	0.545451955	0.196330697	2.778230622	0.005465581	0.018134201
MMP19	ENSG00000123342	949.7556117	0.545456703	0.156473689	3.485932416	0.000490425	0.002275812
MGLL	ENSG00000074416	3336.387618	0.546255559	0.123711895	4.41554596	1.01E-05	7.53E-05
RRBP1	ENSG00000125844	18023.19784	0.547526912	0.084857747	6.452291407	1.10E-10	2.40E-09
SFXN5	ENSG00000144040	962.9620332	0.547735618	0.136335264	4.017563771	5.88E-05	0.000356418
FAM234A	ENSG00000167930	2358.961247	0.548086942	0.101457197	5.402149447	6.58E-08	8.19E-07
UNC119	ENSG00000109103	713.4760663	0.548302786	0.135079377	4.059115441	4.93E-05	0.000306459
ANO10	ENSG00000160746	1884.468121	0.548959096	0.130129544	4.218558509	2.46E-05	0.000165557
SPATC1L	ENSG00000160284	228.3820519	0.54924658	0.202620982	2.710709305	0.006713946	0.021627421
PQLC3	ENSG00000162976	456.6398112	0.54937718	0.177736103	3.090971224	0.00199503	0.007708791
OGDH	ENSG00000105953	5905.01196	0.550403901	0.127044756	4.332362233	1.48E-05	0.000105454
CARF	ENSG00000138380	211.2631483	0.550877834	0.197918462	2.783357489	0.005379949	0.017903595
VIPR1	ENSG00000114812	931.1341507	0.550889058	0.17912747	3.07540244	0.002102187	0.00805277
RFX5	ENSG00000143390	2648.872381	0.551117871	0.102273589	5.38866265	7.10E-08	8.79E-07
POU3F3	ENSG00000198914	1391.244268	0.551445629	0.122022153	4.519225542	6.21E-06	4.91E-05
PLOD2	ENSG00000152952	4758.249297	0.551646944	0.117912881	4.678428186	2.89E-06	2.47E-05
ADGRL2	ENSG00000117114	713.528183	0.552442387	0.143435794	3.851495991	0.000117398	0.000651138
FAM20C	ENSG00000177706	991.8666893	0.553578481	0.129105521	4.287798667	1.80E-05	0.000126439
CRADD	ENSG00000169372	1209.42241	0.554004115	0.119490419	4.636389419	3.55E-06	2.99E-05
PLPP1	ENSG00000067113	1698.495677	0.554007198	0.104685169	5.292126906	1.21E-07	1.43E-06
NAPEPLD	ENSG00000161048	477.9647613	0.554178474	0.170865011	3.243370139	0.001181246	0.004913745
TIMP1	ENSG00000102265	5522.909871	0.554339628	0.138913329	3.990543125	6.59E-05	0.000394796
MINK1	ENSG00000141503	2541.613594	0.554489717	0.094930715	5.840993799	5.19E-09	8.10E-08
CCDC78	ENSG00000162004	267.1544119	0.554761361	0.197463353	2.809439587	0.004962783	0.016803184
PPP2R5B	ENSG00000068971	886.7769014	0.554856003	0.127648633	4.346744558	1.38E-05	9.97E-05
STX4	ENSG00000103496	2039.052085	0.55492899	0.104106808	5.330381348	9.80E-08	1.18E-06
PARP14	ENSG00000173193	2196.606822	0.555217085	0.100921851	5.5014556	3.77E-08	4.94E-07
YIPF5	ENSG00000145817	3296.484345	0.555621822	0.098672362	5.630977201	1.79E-08	2.53E-07
LRSAM1	ENSG00000148356	1099.57736	0.555691827	0.139783724	3.975368592	7.03E-05	0.000417299
IRS1	ENSG00000169047	1164.78065	0.55654579	0.135508402	4.107094334	4.01E-05	0.00025457
NUMBL	ENSG00000105245	2209.997781	0.557152922	0.138052794	4.035796059	5.44E-05	0.000334271
SDHC	ENSG00000143252	3526.874456	0.557659622	0.093019291	5.995096487	2.03E-09	3.42E-08
PORCN	ENSG00000102312	1216.49048	0.557707576	0.13626097	4.092937059	4.26E-05	0.00026898
C1orf21	ENSG00000116667	2006.537161	0.558493366	0.117544118	4.751351017	2.02E-06	1.81E-05
SH3BGRL3	ENSG00000142669	9591.2475	0.558753326	0.101022201	5.530995366	3.18E-08	4.23E-07
ZNF213-AS1	ENSG00000263072	182.369216	0.558827476	0.209459101	2.6679551	0.007631446	0.024164689
COL5A2	ENSG00000204262	5724.33593	0.560190205	0.134211439	4.173937854	2.99E-05	0.000197146
TSPYL1	ENSG00000189241	4886.215407	0.560251788	0.085109459	6.582720576	4.62E-11	1.06E-09
TLN2	ENSG00000171914	1551.514656	0.560486472	0.12118404	4.625084868	3.74E-06	3.14E-05
DYNLL1	ENSG00000088986	6203.108497	0.56105875	0.096408029	5.819626794	5.90E-09	9.13E-08
BISPR	ENSG00000282851	183.6704388	0.561483017	0.22871027	2.454996961	0.014088578	0.04041916
CCNYL2	ENSG00000182632	804.922059	0.561500071	0.125783856	4.464007453	8.04E-06	6.16E-05
MTCO1P12	ENSG00000237973	1591.054865	0.561706076	0.141955707	3.956910831	7.59E-05	0.000446066
SLC39A13	ENSG00000165915	3828.937585	0.561877797	0.086370615	6.505427746	7.75E-11	1.72E-09
APCDD1L-AS1	ENSG00000231290	1370.727312	0.561945911	0.13560372	4.144030205	3.41E-05	0.000221623
C4orf48	ENSG00000243449	1197.244191	0.56209876	0.121001206	4.645397989	3.39E-06	2.86E-05
SLC39A11	ENSG00000133195	403.7501607	0.562774833	0.164348072	3.424286189	0.000616417	0.002779957
C9orf172	ENSG00000232434	597.8725361	0.563027976	0.143297692	3.92907916	8.53E-05	0.000493193
HS6ST3	ENSG00000185352	1973.788464	0.563052982	0.156335619	3.601565555	0.000316307	0.001550212
ARPC5	ENSG00000162704	6825.3978	0.563561362	0.101961855	5.527178396	3.25E-08	4.32E-07
GPR161	ENSG00000143147	640.4623733	0.563566967	0.131873782	4.273533072	1.92E-05	0.000133785
GALT	ENSG00000213930	341.781929	0.563703639	0.176525507	3.193326829	0.001406437	0.005715856
ACOX3	ENSG00000087008	961.2953917	0.563715015	0.120179882	4.69059386	2.72E-06	2.35E-05
MFSD5	ENSG00000182544	960.4247558	0.563815654	0.120156446	4.692346311	2.70E-06	2.34E-05
SDSL	ENSG00000139410	515.0046924	0.563992272	0.183026901	3.081472003	0.002059798	0.007923596
PRAF2	ENSG00000243279	805.6832343	0.565383178	0.139255014	4.060056163	4.91E-05	0.000305471
ING4	ENSG00000111653	498.888369	0.565578297	0.139810878	4.045309682	5.23E-05	0.000321998
HECTD3	ENSG00000126107	2964.155733	0.565762608	0.095866386	5.901574363	3.60E-09	5.82E-08
BAIAP2	ENSG00000175866	1439.604457	0.566189176	0.127302771	4.447579361	8.68E-06	6.60E-05
PIN4	ENSG00000102309	433.8963115	0.566221531	0.157214895	3.601576888	0.000316293	0.001550212
EXOC4	ENSG00000131558	3047.879065	0.566347014	0.108540537	5.217838694	1.81E-07	2.06E-06
PNPLA3	ENSG00000100344	215.7927703	0.566532989	0.200879929	2.820256814	0.004798523	0.016303858
NIPSNAP3A	ENSG00000136783	956.7067463	0.567684676	0.142215819	3.991712582	6.56E-05	0.000393252
JMJD6	ENSG00000070495	1635.244053	0.567814285	0.108430345	5.23667324	1.63E-07	1.88E-06
ARMCX6	ENSG00000198960	313.5850297	0.56832941	0.203662659	2.790543018	0.005261971	0.017572664
AC107983.2	ENSG00000273018	180.0597635	0.568384046	0.212238753	2.678040834	0.007405419	0.023530488
GOLGA2	ENSG00000167110	3582.351296	0.568635448	0.16844565	3.375779946	0.000736068	0.003244251
LINC00963	ENSG00000204054	1201.291217	0.56880764	0.145267777	3.915580248	9.02E-05	0.000518342
CCDC107	ENSG00000159884	1298.423198	0.569031631	0.14511072	3.921361778	8.80E-05	0.000507185
ZNF251	ENSG00000198169	352.0858312	0.569101364	0.176566932	3.223148063	0.0012679	0.005225254
TIMP3	ENSG00000100234	1016.628165	0.569655754	0.170687117	3.337426767	0.00084558	0.003665595
TMEM198B	ENSG00000182796	692.3188468	0.570370579	0.13294868	4.290156001	1.79E-05	0.000125557
EP400NL	ENSG00000185684	857.420492	0.570629585	0.123983334	4.602470077	4.18E-06	3.47E-05
GSTK1	ENSG00000197448	2222.615837	0.570980798	0.097425868	5.860669378	4.61E-09	7.28E-08
SOX4	ENSG00000124766	2227.171493	0.571051618	0.109521259	5.214070957	1.85E-07	2.10E-06
PRKAR1B	ENSG00000188191	3359.788351	0.571568414	0.088900766	6.42928556	1.28E-10	2.74E-09
WDR81	ENSG00000167716	1532.769052	0.571909574	0.114151409	5.010096509	5.44E-07	5.57E-06
FKBP10	ENSG00000141756	18878.15211	0.571923195	0.100451448	5.693528627	1.24E-08	1.82E-07
ZNF561-AS1	ENSG00000267106	168.4673187	0.571963784	0.217610578	2.628382271	0.008579205	0.026560653
TCEAL4	ENSG00000133142	4294.633694	0.572200275	0.095057831	6.019496424	1.75E-09	2.99E-08
NT5E	ENSG00000135318	5989.491889	0.572215937	0.090002977	6.357744581	2.05E-10	4.16E-09
IFI6	ENSG00000126709	406.2301023	0.572512009	0.173502955	3.299724835	0.000967797	0.004122952
PARP9	ENSG00000138496	790.6584563	0.572772062	0.131948994	4.340859621	1.42E-05	0.00010202
DAB2IP	ENSG00000136848	940.3334255	0.572823174	0.139947395	4.093132084	4.26E-05	0.000268863
TIAM2	ENSG00000146426	182.7191385	0.573051682	0.219481521	2.610933614	0.009029542	0.027710923
EHHADH	ENSG00000113790	561.0850561	0.573086991	0.170961861	3.35213355	0.000801913	0.003497339
HECW1	ENSG00000002746	297.5677848	0.573098927	0.182992206	3.131821506	0.001737255	0.006841581
IQCE	ENSG00000106012	1466.983741	0.573108958	0.111573603	5.136599911	2.80E-07	3.05E-06
DNAJC12	ENSG00000108176	253.4616639	0.57312599	0.194904149	2.940553053	0.003276269	0.011783498
AC012531.1	ENSG00000260597	224.896055	0.573181854	0.210995472	2.716559972	0.006596424	0.021295595
BBS2	ENSG00000125124	1378.912689	0.574220251	0.111578564	5.146331229	2.66E-07	2.91E-06
CTXN1	ENSG00000178531	1856.096061	0.574587457	0.126611717	4.538185505	5.67E-06	4.54E-05
TRIM21	ENSG00000132109	501.1252134	0.575696411	0.143249142	4.018847178	5.85E-05	0.000355476
DGKA	ENSG00000065357	1269.676846	0.575933421	0.143056159	4.025925383	5.68E-05	0.000346145
TNFAIP1	ENSG00000109079	2702.24302	0.575943398	0.106147928	5.425856229	5.77E-08	7.27E-07
SUFU	ENSG00000107882	951.7610445	0.57597182	0.120077024	4.796686325	1.61E-06	1.48E-05
NPDC1	ENSG00000107281	4132.327577	0.576192486	0.099736767	5.777132181	7.60E-09	1.15E-07
CABLES2	ENSG00000149679	360.1481201	0.576270234	0.172505385	3.34059273	0.000835998	0.003627091
TCIRG1	ENSG00000110719	3494.340008	0.576421511	0.139991449	4.117548008	3.83E-05	0.000244999
OSBPL5	ENSG00000021762	6570.833942	0.576514756	0.097162559	5.933507302	2.97E-09	4.88E-08
GOLGB1	ENSG00000173230	5685.747804	0.576776776	0.144094295	4.002773163	6.26E-05	0.000377399
STMN3	ENSG00000197457	795.8099568	0.576828334	0.16221004	3.556058145	0.000376461	0.001806291
PLBD2	ENSG00000151176	4811.266628	0.576972454	0.081965671	7.039196394	1.93E-12	5.53E-11
TBCK	ENSG00000145348	819.5413773	0.5773866	0.129665962	4.452877171	8.47E-06	6.45E-05
SQOR	ENSG00000137767	890.2552692	0.577476518	0.149942341	3.851323876	0.000117481	0.000651364
CCS	ENSG00000173992	701.1492692	0.577553209	0.128593798	4.491299104	7.08E-06	5.52E-05
PDLIM2	ENSG00000120913	1377.217871	0.577578698	0.108730361	5.312027769	1.08E-07	1.29E-06
HOXC11	ENSG00000123388	273.927912	0.578737113	0.181524758	3.188199331	0.001431618	0.005796972
SLC25A23	ENSG00000125648	2956.041214	0.578882117	0.134153404	4.315075876	1.60E-05	0.000113337
ARL6IP5	ENSG00000144746	5514.514309	0.578956072	0.085093241	6.803784485	1.02E-11	2.59E-10
DAB2	ENSG00000153071	4794.608444	0.579498514	0.125465663	4.618781739	3.86E-06	3.22E-05
PRKACB	ENSG00000142875	1069.309474	0.579606956	0.128090604	4.524976375	6.04E-06	4.80E-05
UBAP1L	ENSG00000246922	156.8315749	0.579619215	0.235975611	2.456267456	0.014038863	0.040306294
SFXN3	ENSG00000107819	3684.436389	0.579624944	0.112632603	5.14615598	2.66E-07	2.91E-06
MCOLN2	ENSG00000153898	204.7491671	0.579822875	0.207762049	2.790802638	0.005257752	0.017568421
TLL1	ENSG00000038295	2024.36626	0.581479316	0.159289136	3.650464365	0.000261767	0.001313566
ZFYVE21	ENSG00000100711	1807.53884	0.58183573	0.109004122	5.337740594	9.41E-08	1.14E-06
CSTB	ENSG00000160213	3855.294527	0.582499054	0.100786756	5.779519844	7.49E-09	1.14E-07
BTN3A2	ENSG00000186470	1326.624507	0.582734554	0.110671936	5.265422954	1.40E-07	1.63E-06
PLEKHA1	ENSG00000107679	2750.179606	0.582910545	0.096962961	6.01168258	1.84E-09	3.12E-08
ABHD4	ENSG00000100439	1035.041622	0.583288616	0.224765084	2.595103319	0.009456249	0.028832561
SNCA	ENSG00000145335	512.4939173	0.584081194	0.18358145	3.181591574	0.001464682	0.005921598
EPB41L1	ENSG00000088367	1158.386099	0.584421913	0.136849785	4.270535842	1.95E-05	0.000135414
DCAF6	ENSG00000143164	3011.737091	0.584463561	0.099426093	5.878371978	4.14E-09	6.60E-08
KREMEN1	ENSG00000183762	431.1954442	0.584571265	0.235930549	2.477726036	0.013222263	0.03833001
ZNF680	ENSG00000173041	258.6291709	0.58489782	0.184015074	3.178532098	0.001480228	0.005976676
HBP1	ENSG00000105856	1043.812735	0.58498208	0.185468341	3.154080515	0.001610047	0.006415829
ATP11A	ENSG00000068650	3860.742637	0.585182359	0.09255716	6.322388882	2.58E-10	5.12E-09
LYPLA2	ENSG00000011009	2543.03966	0.585568996	0.133619138	4.382373697	1.17E-05	8.65E-05
RCN3	ENSG00000142552	5296.803767	0.585846273	0.08979908	6.523967454	6.85E-11	1.54E-09
SPG7	ENSG00000197912	3275.36659	0.586103324	0.103006845	5.689945413	1.27E-08	1.85E-07
PDXDC2P-NPIPB14P	ENSG00000196696	194.9175691	0.58625251	0.221720885	2.644101438	0.008190811	0.025602049
SYNPO	ENSG00000171992	7545.383295	0.586340593	0.095386856	6.146974717	7.90E-10	1.43E-08
ZNF92	ENSG00000146757	294.8588769	0.587111049	0.185399206	3.166739831	0.001541582	0.006188961
HACD1	ENSG00000165996	772.0181074	0.587435533	0.122468804	4.796613611	1.61E-06	1.48E-05
RHOQ	ENSG00000119729	2933.58825	0.587466976	0.100230155	5.861179938	4.60E-09	7.27E-08
ST3GAL6	ENSG00000064225	696.0503017	0.58763441	0.168118756	3.495353076	0.000473435	0.002208842
GLI2	ENSG00000074047	487.9630671	0.587645796	0.168252411	3.492644133	0.000478263	0.002228025
ZBTB4	ENSG00000174282	1951.386392	0.588371412	0.120098565	4.899071137	9.63E-07	9.34E-06
ASAH1	ENSG00000104763	1406.447224	0.589309598	0.116419198	5.061962339	4.15E-07	4.38E-06
SNAP23	ENSG00000092531	2315.545295	0.589671604	0.108356407	5.441963423	5.27E-08	6.71E-07
PTPRE	ENSG00000132334	492.6211075	0.589885059	0.166557942	3.541620719	0.000397677	0.001891734
CARD6	ENSG00000132357	605.4707983	0.589976385	0.131714198	4.479216317	7.49E-06	5.78E-05
TP53TG1	ENSG00000182165	149.5298875	0.590198297	0.228527578	2.58261301	0.009805524	0.029710987
TRIM5	ENSG00000132256	808.2408261	0.590383565	0.151112155	3.906923065	9.35E-05	0.000534494
EVI5L	ENSG00000142459	2026.723169	0.590954898	0.150784492	3.919202102	8.88E-05	0.000511371
PCDH18	ENSG00000189184	209.4281983	0.591016363	0.229187657	2.578744292	0.009916016	0.029958165
ZNF83	ENSG00000167766	639.7125991	0.591591348	0.132134832	4.477179401	7.56E-06	5.83E-05
PARD3B	ENSG00000116117	1507.943822	0.591717993	0.160833233	3.67907789	0.000234079	0.001190605
S100A13	ENSG00000189171	1195.85919	0.591986391	0.114768145	5.158107186	2.49E-07	2.76E-06
MAPK7	ENSG00000166484	455.8429611	0.592644404	0.1508846	3.92779916	8.57E-05	0.00049564
RAB4B	ENSG00000167578	172.4694633	0.593250905	0.22137747	2.679816087	0.007366262	0.023454021
MTHFR	ENSG00000177000	563.5183689	0.593301558	0.15610432	3.800673536	0.000144303	0.000777337
AGFG2	ENSG00000106351	2250.853848	0.593538568	0.093171344	6.370398289	1.89E-10	3.88E-09
PIK3CD	ENSG00000171608	285.5166468	0.594263269	0.207205812	2.867985524	0.004130944	0.014380545
GLCCI1	ENSG00000106415	722.5044606	0.594391224	0.149991346	3.962836779	7.41E-05	0.000437323
SLC9A3-AS1	ENSG00000225138	1655.784636	0.594556341	0.126758928	4.690449432	2.73E-06	2.35E-05
EPHX1	ENSG00000143819	2803.861594	0.594751708	0.165772608	3.587756234	0.000333536	0.001622226
MIR222HG	ENSG00000270069	332.3082044	0.595649658	0.212752945	2.799724613	0.005114622	0.017223476
GHDC	ENSG00000167925	610.7583706	0.595751692	0.146089938	4.077978957	4.54E-05	0.000285603
SOX13	ENSG00000143842	743.715438	0.596379513	0.163384217	3.650166002	0.000262071	0.001313837
ACAA1	ENSG00000060971	1842.995977	0.597543813	0.118994437	5.021611327	5.12E-07	5.27E-06
OSBPL2	ENSG00000130703	922.7356995	0.597644679	0.142509721	4.193711672	2.74E-05	0.00018265
MYRF	ENSG00000124920	296.3554963	0.598149878	0.202095821	2.959734024	0.003079047	0.011165662
AOX1	ENSG00000138356	15389.58155	0.598611703	0.094145406	6.358373989	2.04E-10	4.15E-09
CNTNAP1	ENSG00000108797	5161.33208	0.598650433	0.088437135	6.769220097	1.29E-11	3.26E-10
WDR6	ENSG00000178252	6624.963032	0.598906693	0.09558613	6.26562337	3.71E-10	7.21E-09
ANXA4	ENSG00000196975	2306.200289	0.599173589	0.098045353	6.111188017	9.89E-10	1.77E-08
NDST1	ENSG00000070614	4517.000986	0.599230123	0.088800492	6.748049585	1.50E-11	3.70E-10
EIF2AK3	ENSG00000172071	1499.154134	0.599389413	0.178915296	3.350129509	0.000807738	0.003517247
IQSEC2	ENSG00000124313	1327.743189	0.599456213	0.108159748	5.542322565	2.98E-08	4.01E-07
COMMD6	ENSG00000188243	1249.842693	0.599560228	0.12453931	4.814224762	1.48E-06	1.37E-05
TNFSF12	ENSG00000239697	187.2736955	0.599871119	0.22372492	2.681288787	0.00733392	0.02338458
STX12	ENSG00000117758	1340.21982	0.600053107	0.114386995	5.245815804	1.56E-07	1.80E-06
CERK	ENSG00000100422	3006.774464	0.600597967	0.097122325	6.183933163	6.25E-10	1.16E-08
ORAI2	ENSG00000160991	3444.320747	0.602055883	0.115205876	5.225912972	1.73E-07	1.98E-06
ZBED6	ENSG00000257315	684.932004	0.602429668	0.147155325	4.093835332	4.24E-05	0.000268157
MCTP2	ENSG00000140563	275.0023295	0.602930264	0.20584437	2.9290588	0.003399901	0.012177428
ST6GALNAC6	ENSG00000160408	1252.101539	0.603009634	0.111471726	5.409529915	6.32E-08	7.90E-07
NAT8L	ENSG00000185818	3249.106645	0.603101781	0.116795289	5.163750933	2.42E-07	2.68E-06
OPLAH	ENSG00000178814	1020.883662	0.604029422	0.116910491	5.16659725	2.38E-07	2.64E-06
KRT7	ENSG00000135480	100271.109	0.604198029	0.124699718	4.845223713	1.26E-06	1.19E-05
ST5	ENSG00000166444	1500.813122	0.605040391	0.175619366	3.445180353	0.000570678	0.002596286
ACSS2	ENSG00000131069	1397.786012	0.605144643	0.129270317	4.68123431	2.85E-06	2.45E-05
ENPP4	ENSG00000001561	279.8462715	0.60533216	0.222732594	2.717752931	0.00657269	0.021231796
FKBP14	ENSG00000106080	2080.039455	0.60563591	0.126172115	4.800077353	1.59E-06	1.46E-05
TRAM1	ENSG00000067167	10068.87945	0.605761016	0.090393676	6.70136501	2.06E-11	4.98E-10
TTC3	ENSG00000182670	9947.36339	0.60603844	0.08814739	6.875285126	6.19E-12	1.63E-10
APCDD1L	ENSG00000198768	2446.223766	0.606333791	0.113327788	5.350265804	8.78E-08	1.07E-06
ZSWIM8	ENSG00000214655	3166.982985	0.606635075	0.124534866	4.871206707	1.11E-06	1.05E-05
HGSNAT	ENSG00000165102	2636.183352	0.606660555	0.128580189	4.718149504	2.38E-06	2.09E-05
PLA2G16	ENSG00000176485	635.977801	0.60676229	0.153564124	3.951198205	7.78E-05	0.000455172
CNN2	ENSG00000064666	8715.162334	0.607976411	0.125597292	4.840680901	1.29E-06	1.21E-05
NBDY	ENSG00000204272	943.0890715	0.608121363	0.139026553	4.374138237	1.22E-05	8.95E-05
ITM2C	ENSG00000135916	1141.065515	0.608141312	0.112476345	5.406837441	6.41E-08	8.00E-07
LPAR1	ENSG00000198121	336.142263	0.608142105	0.185047318	3.286414044	0.001014717	0.004303964
EXOC6B	ENSG00000144036	1448.727354	0.608318526	0.107509363	5.658284164	1.53E-08	2.18E-07
DSEL	ENSG00000171451	2813.102769	0.608982447	0.111324225	5.470349764	4.49E-08	5.79E-07
SELENOW	ENSG00000178980	1782.043025	0.609489498	0.109930303	5.544326563	2.95E-08	3.98E-07
DNMT3A	ENSG00000119772	626.7135124	0.609496103	0.148203696	4.112556689	3.91E-05	0.000249435
SEPT5	ENSG00000184702	301.4265188	0.609654654	0.216136905	2.820687441	0.004792087	0.016289112
SLC22A5	ENSG00000197375	721.1975092	0.609683797	0.134339324	4.538386658	5.67E-06	4.53E-05
SPOCD1	ENSG00000134668	392.0696387	0.609765611	0.2071295	2.943885891	0.003241195	0.011681681
BTN3A1	ENSG00000026950	420.8949613	0.609848703	0.186569275	3.268752064	0.001080229	0.004538481
BTN2A2	ENSG00000124508	390.8342808	0.610549802	0.190338552	3.20770436	0.00133799	0.005480679
PML	ENSG00000140464	4370.845006	0.610953888	0.130005968	4.69942954	2.61E-06	2.27E-05
BDH2	ENSG00000164039	555.4711722	0.611004434	0.141064652	4.331378729	1.48E-05	0.000105878
AL161772.1	ENSG00000278291	159.465955	0.611660444	0.229466636	2.665574635	0.007685687	0.024311675
CTNNBIP1	ENSG00000178585	492.1748107	0.611680562	0.140788785	4.344668241	1.39E-05	0.000100499
EHD3	ENSG00000013016	478.499102	0.611873125	0.235275566	2.600665825	0.009304304	0.028433344
GOLGA8B	ENSG00000215252	1395.969505	0.612393313	0.133566013	4.584948681	4.54E-06	3.73E-05
RBM47	ENSG00000163694	145.9625127	0.612596481	0.256885624	2.384705193	0.017092813	0.047751106
SEC22B	ENSG00000265808	3139.523878	0.613316122	0.119489022	5.132824	2.85E-07	3.10E-06
ABHD14A	ENSG00000248487	144.3942556	0.613849563	0.240995708	2.547138982	0.010861017	0.032364376
PARP3	ENSG00000041880	733.8592996	0.614087014	0.125215073	4.904257938	9.38E-07	9.10E-06
ARHGAP45	ENSG00000180448	293.3915494	0.615004643	0.190311182	3.231573861	0.001231105	0.005097949
LEPROT	ENSG00000213625	2461.817012	0.615321902	0.09634636	6.386560962	1.70E-10	3.52E-09
ABCA2	ENSG00000107331	4566.635344	0.615587243	0.116348683	5.290882784	1.22E-07	1.44E-06
TSPAN31	ENSG00000135452	953.0911425	0.616378376	0.135661998	4.543485925	5.53E-06	4.44E-05
EXT1	ENSG00000182197	2522.174296	0.617356339	0.111979162	5.513135904	3.52E-08	4.66E-07
OLAH	ENSG00000152463	286.1284905	0.618671028	0.252258983	2.452523283	0.01418582	0.040635485
NALCN	ENSG00000102452	2839.057964	0.619922508	0.107259132	5.779671105	7.48E-09	1.14E-07
NBPF20	ENSG00000162825	181.8541121	0.620619717	0.220116694	2.819503176	0.004809805	0.016327913
WDR37	ENSG00000047056	877.7777646	0.621083941	0.139415961	4.454898406	8.39E-06	6.39E-05
COL1A1	ENSG00000108821	105159.6386	0.621360257	0.107213852	5.795522158	6.81E-09	1.04E-07
SNX29	ENSG00000048471	637.904837	0.622112666	0.12986782	4.790352739	1.66E-06	1.53E-05
NEU1	ENSG00000204386	1277.354835	0.622541348	0.112119648	5.55247329	2.82E-08	3.81E-07
CTSD	ENSG00000117984	10243.45825	0.623071199	0.130763009	4.764888829	1.89E-06	1.71E-05
MANBA	ENSG00000109323	1734.824656	0.623296372	0.117504143	5.304462949	1.13E-07	1.35E-06
FAM83H	ENSG00000180921	2182.462408	0.623448424	0.12172179	5.12191303	3.02E-07	3.27E-06
SLC25A27	ENSG00000153291	328.9653857	0.624210873	0.175708049	3.552545688	0.000381523	0.001827194
FGGY	ENSG00000172456	220.6950583	0.624261323	0.214119579	2.915479877	0.00355142	0.01262989
PCCA	ENSG00000175198	678.7678474	0.624576013	0.139793997	4.467831427	7.90E-06	6.06E-05
APAF1	ENSG00000120868	1498.697392	0.62583767	0.120664783	5.186581017	2.14E-07	2.40E-06
RAB13	ENSG00000143545	4298.636625	0.625900332	0.086672237	7.221462726	5.14E-13	1.65E-11
SH3YL1	ENSG00000035115	444.7812732	0.626297332	0.173959905	3.600239559	0.000317924	0.001557157
MINDY1	ENSG00000143409	336.7642835	0.628006007	0.178666778	3.514956802	0.000439826	0.002070057
IFI27L2	ENSG00000119632	896.3001292	0.628982796	0.128515188	4.894229265	9.87E-07	9.55E-06
SH3D21	ENSG00000214193	139.2485875	0.629207139	0.259374021	2.425868004	0.015271824	0.043310111
HOOK2	ENSG00000095066	1009.951636	0.629620228	0.118546278	5.311176694	1.09E-07	1.30E-06
ADA	ENSG00000196839	1067.418743	0.630166673	0.163145071	3.862615466	0.00011218	0.00062689
GALK1	ENSG00000108479	1825.52316	0.630789304	0.11663718	5.40813232	6.37E-08	7.95E-07
ARHGEF17	ENSG00000110237	3076.020642	0.630860029	0.101166847	6.235837632	4.49E-10	8.59E-09
