Partner,t_value,p_value
FAM20B,2.89284,0.00401775
EIF3A,2.75968,0.00604075
LTBR,-5.92903,6.40E-09
LTBP2,-2.76954,0.0058642
BCAM,-4.25293,2.61E-05
TIGD4,2.68748,0.00748754
HDHD2,4.44515,1.13E-05
ILK,-4.08087,5.38E-05
IMPA1,4.0507,6.09E-05
PARD3,-2.79865,0.00536972
RAB39B,4.80238,2.19E-06
TM4SF18,-2.59743,0.00972476
VASH2,3.79016,0.00017274
GABRB3,2.7876,0.00555284
RASSF5,4.50035,8.81E-06
TIGD3,2.59854,0.00969393
P2RX5,3.53504,0.000453387
LPP-AS2,-3.92814,0.000100168
CD59,-2.73594,0.00648582
KIAA1211,3.68225,0.000261574
ODF2L,-3.01012,0.00277009
CD68,-2.65038,0.00834614
ROMO1,-3.57536,0.000390707
HSD3B7,-2.75529,0.00612099
ITPKC,-3.2422,0.00128141
SLAIN1,4.56007,6.73E-06
NECTIN2,-5.04838,6.67E-07
HELZ2,-4.74971,2.81E-06
PPP4R3A,2.98441,0.00300839
CMKLR1,2.97764,0.00307418
BLVRB,-3.1334,0.00184993
CACNB2,3.10518,0.00203142
HK2,2.68422,0.0075595
YPEL2,2.81737,0.00507213
BLM,2.818,0.00506231
EIF1AX,2.69645,0.00729224
HERC3,3.35503,0.000866228
CYLC2,2.72721,0.00665691
TIMELESS,3.29171,0.00108056
WHSC1L1,3.8603,0.000131209
CDKAL1,4.85701,1.69E-06
TMPO,4.80266,2.19E-06
CDK13,3.10461,0.00203519
DFFB,4.21748,3.03E-05
TPRA1,-3.27008,0.0011644
GLTSCR2,2.59886,0.00968509
KCNV2,3.23062,0.00133309
CRYBB1,3.13671,0.00182965
MEF2D,2.70242,0.00716479
ME2,3.60049,0.00035585
MEA1,-2.95528,0.00330103
LOC100288911,-5.61064,3.68E-08
ANXA1,-4.33534,1.83E-05
ANXA2,-4.16385,3.80E-05
ANXA2P1,-4.31298,2.01E-05
ANXA2P2,-4.35034,1.71E-05
ANXA2P3,-3.266,0.00118088
ANXA3,-3.67052,0.00027348
PROSC,2.62551,0.00897016
BMP1,-3.12601,0.00189596
SNX9,-3.7169,0.000229196
AMOTL2,-6.34645,5.75E-10
KRT76,3.70073,0.000243805
ASAP3,-3.15081,0.00174553
ZBTB16,3.2225,0.00137053
RRAGC,-2.74788,0.00625854
PXDC1,-4.4545,1.08E-05
ZNF786,2.62358,0.00902035
COTL1,-3.53437,0.000454508
HEPACAM,3.42747,0.000669788
FBXO46,2.72237,0.00675339
ATP13A2,-3.0696,0.00228355
FRAT2,3.37076,0.000819467
TNFRSF21,-4.1661,3.77E-05
SESN1,2.92313,0.0036541
GNAI1,-3.41336,0.000704431
PVR,-4.76964,2.56E-06
EXOC8,2.63595,0.00870318
LOC149373,3.18852,0.00153787
RPA2,2.79079,0.00549946
ALS2CL,-3.41261,0.000706328
SUB1,3.98103,8.09E-05
SPATA33,-2.7401,0.00640575
SRSF8,2.73136,0.00657498
TUBG1,-2.99355,0.0029216
CCNL1,2.73272,0.00654838
RRAGA,-2.74435,0.00632483
ZNF398,3.37319,0.000812471
ZNF330,4.10118,4.94E-05
PON2,-3.64482,0.000301365
ANKRD44,2.91188,0.00378549
SBF2,-2.97871,0.00306367
LOC100506473,2.7621,0.00599695
ERI1,2.95787,0.00327396
OTUB1,-3.19863,0.00148622
KIF12,-2.60058,0.00963727
COL18A1,-4.48668,9.37E-06
BDNF,-3.70009,0.000244405
PTGR1,-5.21921,2.84E-07
ITPRIPL2,-4.63805,4.71E-06
NOTCH2,-3.63292,0.000315172
CTDP1,3.13133,0.00186268
KRBA2,2.67536,0.00775883
RAP2A,4.41571,1.28E-05
TXNRD2,-3.88732,0.000117887
DRAP1,-3.10059,0.00206241
SLC2A6,-2.6383,0.00864415
MAP4K1,3.86114,0.000130777
ASB12,3.06712,0.00230212
FEV,2.58437,0.0100947
ARMCX4,2.63696,0.00867785
CD3E,3.27298,0.00115281
ZNF493,2.64286,0.00853061
ABHD13,3.19892,0.00148475
C11orf68,-3.0495,0.00243835
ARID2,4.4433,1.14E-05
GPRIN2,-3.05722,0.0023778
UPF3A,3.97001,8.46E-05
PDCD2,2.86548,0.0043745
PPP1CC,3.83074,0.000147407
C3orf52,-6.46298,2.87E-10
MESDC1,2.60972,0.00938765
LOC283585,3.48789,0.000538627
NTN4,-5.40368,1.10E-07
LOC283588,3.0199,0.00268406
AP3B2,2.88861,0.00407114
ZNF148,2.62415,0.00900532
ACADM,2.75273,0.0061681
PWWP2A,2.98509,0.00300186
C1orf122,-3.24861,0.00125358
RCOR3,5.37883,1.25E-07
HIST1H2BM,3.79597,0.00016888
RNF166,3.75763,0.000195962
RIOK1,3.32863,0.000950245
IFNW1,3.19757,0.00149152
INTS9,3.59743,0.000359931
ASB16-AS1,3.56564,0.000405032
ZNF583,3.91224,0.000106746
ACIN1,2.5992,0.00967563
CAPRIN1,3.19067,0.00152672
TM4SF1,-4.3518,1.70E-05
TACSTD2,-3.26063,0.00120291
EPCAM,-2.69207,0.00738687
PTPRM,-3.30944,0.00101604
PTPRK,-3.53557,0.000452517
LGALS9,3.03244,0.00257731
PTPRF,-4.46278,1.04E-05
PTPRCAP,3.81732,0.000155371
PTPRN,2.82426,0.00496629
INPP5D,4.1595,3.87E-05
INPP5B,3.5833,0.000379364
INPP4A,4.17455,3.64E-05
TRIM7,-3.33742,0.000921478
SFMBT2,3.21085,0.00142588
NAGK,-3.68149,0.000262336
STYXL1,-3.10598,0.00202605
MXRA7,-2.61185,0.0093303
SLC35F5,-4.87228,1.57E-06
MICALL1,-3.73066,0.000217419
KIAA1671,-4.10636,4.84E-05
C15orf57,3.6603,0.000284272
IBA57,2.61541,0.00923536
MBLAC2,5.3437,1.50E-07
FZD4,-2.81392,0.00512571
FAM57A,-2.83388,0.00482204
HNRNPDL,4.65758,4.31E-06
RNF138,3.52289,0.00047406
SCN3A,3.24276,0.00127893
TXNL1,2.95421,0.00331229
CLDN12,-3.25915,0.00120904
SAFB2,3.23916,0.00129479
TEX22,3.36972,0.000822495
LIME1,4.46049,1.05E-05
SLC12A4,-3.39074,0.000763498
TNNT2,-3.0061,0.00280609
TNNT1,-4.20865,3.15E-05
TNFRSF1B,3.88717,0.000117959
TNFRSF1A,-3.97831,8.18E-05
TNNC1,-3.46411,0.000587077
DHX8,2.97753,0.00307529
DMXL1,3.81614,0.000156087
DDX5,3.83359,0.000145767
GPR12,4.13008,4.38E-05
CXCR3,3.68186,0.000261963
GPR6,4.3976,1.39E-05
CSE1L,-4.02361,6.81E-05
CSTF2T,3.84182,0.000141128
ID1,-4.12326,4.51E-05
C20orf203,4.71301,3.33E-06
WWC1,-3.55711,0.000417996
KANSL1,5.46836,7.84E-08
LOC643201,3.63161,0.000316721
ECE1,-3.70479,0.000240054
SNHG8,3.27945,0.00112738
PPIEL,3.9898,7.81E-05
CORO7,5.10605,5.01E-07
CHPF,-2.98764,0.00297743
SLC52A2,-3.27629,0.00113972
SPAG16,-2.86929,0.00432312
KLRB1,2.66638,0.00796537
PRCP,-2.92787,0.00359989
ITPK1,-2.9032,0.00388979
OR6A2,2.9215,0.00367283
MOK,-2.94731,0.00338549
RAD51D,4.15178,4.00E-05
WWOX,3.18329,0.00156524
SEC63,4.2615,2.51E-05
POLG2,3.10197,0.00205304
NRBP2,-3.85798,0.000132418
ANP32A-IT1,3.94061,9.53E-05
RTTN,3.04315,0.00248922
DPCD,-2.58716,0.0100146
TTC37,2.94214,0.00344131
GNPAT,3.7189,0.000227445
APBB2,-2.91489,0.00374993
APBA2,3.25171,0.00124034
MPDU1,-2.7687,0.005879
TMSB10,-3.23909,0.00129508
BIRC2,-3.63284,0.000315264
NSFL1C,-2.61715,0.00918922
BBS12,-2.7441,0.00632971
NCKAP1L,3.15207,0.00173821
RPL10,-3.27303,0.00115261
HNRNPA0,3.72073,0.000225858
POP1,2.60875,0.00941386
C11orf58,3.6213,0.00032922
SRGAP1,-4.25074,2.63E-05
HFE,-3.48124,0.000551789
LOC283856,3.46623,0.000582611
CD34,2.8021,0.00531375
PARVG,2.95435,0.00331083
FES,2.59653,0.00974989
ISL2,3.0121,0.0027524
PLA2R1,-2.60246,0.00958549
SPPL2B,3.09805,0.00207976
CCDC134,-2.88839,0.00407399
RRN3P2,3.05016,0.0024331
GINM1,-3.945,9.36E-05
NBAS,3.08371,0.00218027
ERCC2,-2.73515,0.00650118
EREG,-2.89614,0.0039767
TRIM3,-3.4381,0.000644735
NR2F6,-3.70193,0.000242695
ERBB2,-3.53735,0.000449562
RCC2,3.36391,0.000839528
RBM26,3.12888,0.00187795
NKRF,3.63991,0.000306987
UQCRB,3.10194,0.00205326
RIC8A,-4.17207,3.67E-05
WTAP,4.46755,1.02E-05
GPRIN3,3.70038,0.000244134
CCNJL,-3.73212,0.0002162
HTRA2,3.05721,0.00237788
DIS3L,4.00374,7.38E-05
PGPEP1,3.35614,0.000862848
LOC339166,3.32617,0.00095848
FBXO9,2.68223,0.00760392
PPP1R3E,2.87865,0.00419928
TLE3,3.25453,0.00122838
EXOC2,2.59212,0.00987373
LOC100287015,2.94673,0.00339177
COX11,3.6139,0.000338458
URB2,3.67552,0.000268346
P4HA2,-4.90431,1.35E-06
MYSM1,2.90654,0.00384943
RNF157,2.59708,0.00973437
ZNF678,3.47846,0.000557365
MARVELD3,-2.72035,0.00679399
NABP1,-3.7547,0.000198191
HNRNPD,3.71601,0.000229979
LOXL2,-3.88279,0.000120027
SEPSECS,2.7322,0.00655855
UTP18,2.81326,0.00513614
LIMK1,-2.95213,0.0033342
LIG3,3.48824,0.000537944
NAAA,4.16799,3.74E-05
OR51E2,3.54036,0.000444607
S100A16,-5.56058,4.81E-08
TMEM101,2.60468,0.00952475
SRGAP3-AS2,4.17785,3.59E-05
PDZD2,-3.11425,0.00197134
TSNAX,3.11904,0.0019403
WDR26,3.10666,0.00202146
CDC42BPB,-4.34347,1.76E-05
TSHR,2.7591,0.00605133
CANT1,-3.02764,0.00261765
ARHGEF28,-4.16501,3.79E-05
PPM1E,3.0102,0.00276931
ATP8B2,2.71896,0.00682223
TMEM192,2.98166,0.00303495
TTLL11,2.93394,0.00353167
TXLNA,2.75391,0.00614632
BTBD8,-2.68729,0.00749173
RBM12,3.79312,0.000170762
YAF2,3.37019,0.000821134
ARFRP1,-2.70806,0.0070463
RCSD1,4.68381,3.82E-06
ZNF136,3.58803,0.000372754
NBEAL2,2.70111,0.0071925
TUBGCP3,3.58578,0.000375877
RNF125,3.15918,0.00169737
SYPL1,-3.61264,0.000340062
DCC,2.95901,0.00326212
DCK,3.6669,0.000277262
HOXB9,-3.35664,0.000861303
TCHP,2.65011,0.00835269
GPC1,-4.31279,2.01E-05
NRBP1,-3.12596,0.00189624
POMT2,-3.45796,0.000600269
SERTAD1,-5.74353,1.79E-08
NACA2,3.97477,8.30E-05
CLCN2,-2.769,0.00587375
FAAP20,-2.71472,0.00690848
MFNG,4.23954,2.76E-05
TRAV8-6,5.22244,2.79E-07
PPP2R3A,-4.60931,5.38E-06
BOC,-3.16415,0.00166931
CNOT4,3.52576,0.000469095
EPM2A,3.63447,0.000313339
CNOT2,3.59497,0.000363238
GSE1,5.26127,2.29E-07
BRD7P3,3.13882,0.00181684
SPO11,2.94891,0.00336836
CBLC,-2.75361,0.0061519
FAF2,-3.38949,0.000766908
RUSC1,-3.47885,0.000556594
SLC8A2,3.03384,0.0025656
PLEKHA1,-3.10448,0.00203607
SLC9A1,-4.2076,3.16E-05
HEATR5A,-2.73999,0.00640785
NSL1,5.07559,5.83E-07
WWTR1,-5.90015,7.52E-09
SRPX2,-3.36013,0.000850796
DHRS1,-2.88526,0.00411386
ACSS2,-3.16649,0.00165625
KMT2E,3.14803,0.00176185
STIP1,-2.89528,0.00398733
CD44,-2.88919,0.00406376
CBR4,4.87433,1.55E-06
CYP26B1,-3.49946,0.00051642
EBNA1BP2,-3.8218,0.000152668
HOXD-AS2,-2.68499,0.00754247
KLF5,-3.9229,0.000102292
NNMT,-3.5635,0.000408253
ITPRIPL1,4.50033,8.81E-06
GIMAP2,3.6503,0.000295206
RSL1D1,5.35289,1.43E-07
SLC22A5,-3.17509,0.00160906
NHLRC3,2.68305,0.00758556
SLN,-2.73326,0.00653794
C3orf58,3.1731,0.00161985
SACM1L,3.93549,9.73E-05
CARD8,3.40035,0.000737881
ARSG,3.63497,0.000312752
RUFY3,2.82454,0.00496202
EPN2,-3.86958,0.000126481
EPHA8,3.10936,0.00200349
TLCD1,-3.44563,0.000627529
EPHA4,-3.73624,0.000212803
NKG7,2.90938,0.00381529
GAS2L1,-3.62259,0.000327624
ING3,2.99909,0.00287007
WDR5B,-2.9163,0.00373336
GNL3L,3.2085,0.00143733
DKFZP434I0714,3.03706,0.002539
FAM58A,-3.43627,0.000648977
NCOR1,3.71093,0.000234491
CAMK2N1,-4.32396,1.92E-05
ARHGAP25,2.72414,0.00671793
RPL23,4.13495,4.29E-05
KDM2B,4.70446,3.47E-06
FAM192A,2.62687,0.00893504
OR51I2,4.29676,2.16E-05
SVOP,4.84316,1.80E-06
PEA15,-4.65543,4.35E-06
TIMP3,-2.94577,0.00340209
TIMP4,-2.96838,0.00316632
TIMP1,-2.71199,0.00696459
KIF5A,2.64144,0.00856586
TIA1,3.93534,9.73E-05
SRSF9,3.82602,0.000150163
SLC35F6,-3.32118,0.000975306
RNASEH2B,3.41944,0.000689314
NDNF,3.93953,9.57E-05
OGFRL1,-4.20164,3.24E-05
BTAF1,3.49329,0.000528149
ARMC2,3.47923,0.000555815
MYCBPAP,3.0179,0.00270143
ZNF236,3.89158,0.00011591
LHFPL4,3.19899,0.00148438
HELB,2.86434,0.00438991
RORA,3.68679,0.000257101
CR1,2.94475,0.00341303
LRMP,3.45069,0.000616206
DBR1,3.97246,8.38E-05
LRP1,-3.48995,0.000534614
LRCH4,2.94204,0.00344242
KIF2A,3.32954,0.000947244
TRAPPC13,3.46682,0.000581362
RASAL2,-5.31153,1.77E-07
ATAD5,2.68397,0.00756523
H2AFV,2.88808,0.0040779
FAM3A,-3.11841,0.00194436
MED12L,3.91201,0.000106845
PPHLN1,3.53885,0.000447089
HMP19,3.88015,0.000121292
TMBIM1,-5.34331,1.50E-07
STK33,3.77687,0.000181895
DEFB129,2.71525,0.00689775
ARMC9,-2.86127,0.00443187
PRR3,4.36344,1.62E-05
PDXK,-3.18903,0.0015352
CHST3,-4.13284,4.33E-05
VANGL1,-2.68051,0.0076424
CXCR4,4.06063,5.85E-05
SPACA1,3.78512,0.000176162
HNRNPA3P1,4.15006,4.03E-05
PLXNC1,4.39505,1.41E-05
MYCNOS,3.11168,0.00198822
PDZK1IP1,-2.99349,0.00292218
CLCA3P,-3.60742,0.000346758
NRG1,-4.04144,6.33E-05
CELSR1,-3.38859,0.000769361
CTSB,-2.8744,0.00425518
SSH3,-4.48589,9.40E-06
RC3H1,3.91288,0.000106474
EIF4E,3.33564,0.000927234
PLEKHN1,-3.77236,0.000185108
HGF,3.12395,0.00190897
TUBB2A,-3.54892,0.000430814
LOC100130872,3.42368,0.000678931
BCL2L12,-3.68195,0.000261874
HOXC6,-3.10573,0.00202769
EPHA2,-6.50463,2.23E-10
EIF2B1,2.78842,0.00553895
DAPK3,-3.80665,0.000161987
GPS1,-2.68751,0.00748678
PLPPR5,2.60837,0.0094241
TRDV3,2.72905,0.00662051
HOXA-AS2,-4.02632,6.73E-05
C7orf71,2.85552,0.00451122
CAMKV,2.62271,0.00904285
POR,-5.59419,4.02E-08
PPL,-3.54404,0.000438639
AQP4-AS1,3.30629,0.00102723
HERC4,-2.60056,0.00963778
EMID1,3.44036,0.000639527
ITCH,-2.90297,0.00389263
TMIGD2,2.68638,0.00751161
VGLL1,-3.06591,0.00231128
CDC20,-4.61453,5.25E-06
IGSF3,-3.43549,0.000650811
SLC13A1,2.92167,0.00367091
KANK2,-3.24428,0.00127232
SEC31B,4.54421,7.23E-06
ICMT,-2.78044,0.00567434
CBX5,4.33829,1.80E-05
PHF3,3.02988,0.00259873
PPAT,3.28535,0.00110461
DPY19L4,-2.79756,0.00538752
GRAMD3,-4.64635,4.54E-06
DLK2,-2.69014,0.00742901
PPIA,4.46,1.06E-05
SF1,3.33795,0.000919751
ASXL2,3.33514,0.000928857
PCMTD2,3.6163,0.000335436
KIF3B,-3.10306,0.00204563
FAM129B,-5.20462,3.06E-07
VWA1,-2.68205,0.00760799
METAP2,3.77388,0.000184018
GCN1,2.84547,0.00465328
RAB32,-3.57096,0.000397125
COPS6,-2.65571,0.00821763
CCNI,2.69659,0.00728915
AHNAK,-3.94506,9.36E-05
HOXB6,-3.14721,0.00176669
LINC00342,3.02024,0.0026811
TMEM63B,-4.50255,8.73E-06
ZFP1,2.62799,0.00890611
SPACA6,-5.08929,5.45E-07
TTI2,4.52971,7.72E-06
SCARNA2,3.37163,0.000816966
ZMYM1,-3.80211,0.000164886
PIP4K2C,-2.66984,0.0078853
KRTAP4-2,2.9357,0.00351212
KAT6A,5.26972,2.20E-07
PIK3CG,4.56646,6.54E-06
PIK3R1,4.21642,3.05E-05
RFWD2,3.8941,0.000114751
DKFZP586I1420,3.26093,0.00120166
MTURN,4.56931,6.45E-06
RNF25,-2.86184,0.00442399
PELI3,-3.36813,0.000827114
SNCG,-2.67112,0.00785582
LINC00852,3.2644,0.00118741
DYNLT1,-3.14184,0.00179863
CCDC174,2.60639,0.00947803
UBE3A,3.79511,0.000169443
UBE2N,6.39876,4.22E-10
LOC653160,2.65824,0.00815708
PDZD11,-3.79162,0.000171767
DCAF1,3.37193,0.0008161
CTDSPL,-3.11206,0.00198571
FLOT1,-4.1739,3.65E-05
PSMD14,-2.6345,0.00873998
KLRG1,3.69647,0.000247803
TGM2,-3.72164,0.000225074
TGIF1,-5.201,3.11E-07
TGM1,-2.7888,0.00553268
THBS1,-5.11156,4.88E-07
C16orf87,2.60369,0.0095518
ZAP70,3.11495,0.00196677
MT1F,-4.19478,3.34E-05
C20orf197,2.64938,0.00837032
METRNL,-4.05893,5.89E-05
LINC00282,3.74711,0.000204081
SOCS3,-3.48902,0.000536425
ZNF491,3.8709,0.000125824
ACRV1,2.75499,0.00612649
DGCR2,-2.7884,0.00553944
GYS1,-3.43675,0.000647868
SLCO1B3,-3.51162,0.000494016
HSPB6,3.37385,0.000810586
RBPMS,-4.47015,1.01E-05
HPDL,3.62281,0.000327361
ATP6V1G2,4.32412,1.92E-05
CRK,-2.96215,0.00322977
CRIP2,-2.86084,0.00443766
CRHR2,2.81254,0.0051474
LOC440704,3.42172,0.000683723
PIGO,-2.6144,0.00926208
TRIM4,3.67015,0.000273867
HERC6,-3.07545,0.0022402
MED15,-4.04758,6.17E-05
PCF11,3.90701,0.000108999
CTSA,-3.23271,0.00132362
LUC7L2,3.98492,7.97E-05
GLOD4,2.66429,0.00801435
RBMX2,2.74205,0.00636849
DTWD1,3.25443,0.00122878
AFF4,-3.51766,0.000483221
C1orf228,3.4324,0.000658053
NDUFB4,3.86063,0.000131038
SHPRH,4.33668,1.82E-05
FAM214A,3.57582,0.000390033
SPN,4.67426,3.99E-06
SPR,-2.90362,0.00388478
NMT2,-3.03363,0.00256741
TMEM151B,3.14343,0.0017891
BTG2,3.93658,9.68E-05
BCAP29,-2.69354,0.00735496
TMEM234,-4.63147,4.86E-06
SENP7,3.0821,0.0021918
SORBS3,-3.12555,0.00189884
DSTN,-3.90967,0.000107847
MLLT6,4.12201,4.53E-05
DPP6,2.83429,0.00481591
ATP6V0E1,-2.86372,0.00439836
KCNS2,4.84325,1.80E-06
MPV17L,3.00746,0.00279387
NOL3,-3.43128,0.000660695
OR1F1,2.61458,0.0092574
OR2C1,3.3501,0.000881375
ORC1,3.60465,0.000350362
SERPINE1,-3.48051,0.000553243
SLC2A1,-4.70527,3.45E-06
TMEM54,-4.08897,5.20E-05
EFNB2,-3.28783,0.00109518
EFNA1,-3.45404,0.00060881
EFNA4,-3.21084,0.00142596
GPR35,3.04445,0.00247875
MICAL2,-3.38091,0.00079059
CTGF,-4.97867,9.39E-07
DNAJB1,-4.56689,6.53E-06
CTNNA2,2.8455,0.00465285
MED1,2.86334,0.00440348
HSPG2,-3.94771,9.26E-05
ZFYVE21,-5.25912,2.32E-07
ERI3,-3.28221,0.00111667
C7orf26,2.94847,0.00337306
AGRN,-5.83905,1.06E-08
SLC5A11,3.11904,0.00194029
SKAP2,-2.89238,0.00402354
ATP6V1B2,3.99892,7.53E-05
HCFC2,2.72121,0.00677678
CRISPLD2,-2.76451,0.00595372
ATP6V1E1,-2.85418,0.00453002
CCR1,2.69343,0.00735731
PSMD12,-3.92993,9.95E-05
ARID1A,2.58902,0.00996149
SLC1A3,-3.21585,0.00140191
STMN4,3.53137,0.000459545
CNST,3.02785,0.00261588
KIR2DL4,2.71382,0.00692699
KIFC3,-4.39885,1.38E-05
TPST1,-3.19103,0.00152487
SMARCA5,3.61398,0.000338365
HNRNPM,2.72775,0.00664613
SLC18A2,2.95281,0.00332704
ZNF711,3.96641,8.59E-05
CNBP,4.98245,9.22E-07
ZNF654,2.64349,0.00851489
NUDT15,-4.01511,7.05E-05
ARHGAP23,-3.13226,0.00185696
POLR2J4,3.76219,0.000192538
EP400,2.76457,0.00595268
MCM6,4.48079,9.62E-06
MICA,-4.97504,9.56E-07
MCM3,3.64122,0.00030548
SH3RF1,-3.81952,0.000154038
USP54,-3.62316,0.000326927
ARID4A,3.20349,0.00146196
KDM5A,4.25398,2.60E-05
RBBP4,4.16631,3.77E-05
RBBP5,5.24276,2.52E-07
AP1M2,-4.0467,6.19E-05
MT1X,-3.73414,0.000214528
MT2A,-5.11431,4.81E-07
LOC400794,3.24647,0.00126281
GATAD2B,3.32381,0.000966395
PAXBP1-AS1,2.93964,0.00346867
NFXL1,2.68086,0.00763446
MIR210HG,-2.70091,0.0071967
LCORL,4.17668,3.60E-05
C19orf33,-4.92287,1.23E-06
TRAPPC11,5.08122,5.67E-07
FKBP10,-3.22872,0.00134179
ZSCAN29,4.13408,4.31E-05
C17orf77,-2.81011,0.00518565
FBXL18,-3.39648,0.000748095
USP45,2.81176,0.0051597
TMEM141,-3.44833,0.00062146
AFAP1L2,-3.42254,0.000681711
TTBK1,4.12562,4.47E-05
GPR174,3.6733,0.000270618
KISS1R,3.23243,0.0013249
EVA1A,-4.41939,1.26E-05
ZKSCAN4,2.82018,0.0050287
NBR2,2.8164,0.00508708
RASGRP2,3.06393,0.00232626
TGFA,-3.58895,0.000371481
DCAF7,3.94064,9.53E-05
CEP89,-3.84707,0.000138241
PRKCDBP,-3.25553,0.00122416
PPIC,-5.46756,7.87E-08
RHPN2,-3.75164,0.000200546
PP14571,-2.76489,0.00594687
CHMP4C,-2.71834,0.00683472
SERTAD4-AS1,-3.93203,9.86E-05
UCA1,-3.73127,0.000216906
AFF1,3.04145,0.00250304
CDH3,-3.69248,0.000251592
TRAF3IP3,5.28379,2.04E-07
LOC646214,3.1738,0.00161606
MOV10,-3.78551,0.000175897
GPIHBP1,3.26362,0.00119061
LIAS,2.79212,0.00547725
KDELR2,-3.43353,0.00065539
KDELR3,-4.29911,2.14E-05
TLK2,4.34739,1.73E-05
PLPP2,-2.99602,0.00289854
SOX13,-3.78466,0.00017648
ACOT7,-2.71396,0.00692404
PIH1D2,-2.88878,0.00406902
CD9,-3.75395,0.000198766
TGFBI,-5.09356,5.33E-07
IFFO2,-3.06326,0.00233136
PHF24,3.80898,0.000160518
DOCK9,-2.69092,0.00741199
CACYBP,3.06623,0.00230886
XYLT2,-3.37576,0.000805127
XYLT1,3.05108,0.00242588
UBA52,3.17578,0.00160533
AKNA,2.84797,0.0046175
BCL7C,-4.7172,3.27E-06
ANKDD1A,3.49995,0.000515503
C8orf44,3.16961,0.00163899
ESPNL,2.65787,0.00816585
PCBP1,4.02965,6.64E-05
EVI5,-4.02438,6.78E-05
COL13A1,-3.1494,0.00175382
APMAP,-3.65709,0.000287738
MOB3A,2.90351,0.00388612
IL6R,2.69242,0.00737934
PCDH1,-3.3677,0.000828385
CD28,2.86431,0.00439034
DSG2,-3.68912,0.00025483
DSC2,-2.61031,0.00937193
ARID3A,4.50216,8.74E-06
EZH1,3.16748,0.00165076
ZBP1,2.64269,0.00853477
OPA1,3.94341,9.42E-05
SULT2B1,-3.31589,0.00099346
BTBD10,-2.99623,0.0028966
ZDHHC16,-4.58857,5.91E-06
SEC11C,3.28988,0.00108743
B4GALT5,-3.53219,0.000458165
PKN2,-3.80257,0.000164589
CREBZF,3.03771,0.00253366
SPINT1,-2.65438,0.00824938
SKP1,2.59945,0.00966861
CD7,3.33276,0.00093664
SHMT2,3.23299,0.00132236
SPP2,3.32548,0.000960792
PRKCQ,2.58637,0.0100373
PLAU,-4.09756,5.02E-05
GPR132,3.57481,0.000391503
SNX12,-2.76104,0.0060161
NENF,-2.76178,0.00600274
SSBP3,2.8481,0.00461565
MAST2,-3.80635,0.000162177
HSPBP1,-3.30109,0.00104595
PPP1R15A,-2.74653,0.00628382
SYNE3,2.61502,0.00924574
LINC00301,2.70344,0.00714327
MTDH,3.90623,0.00010934
CRADD,3.40405,0.000728216
REXO2,-3.76188,0.000192773
ZG16,-3.37419,0.000809612
FMO6P,3.50017,0.000515082
LRFN3,-3.01419,0.00273392
ZBED2,-4.43679,1.17E-05
KRT13,-2.69405,0.00734392
KRT15,-4.63389,4.81E-06
SPOP,4.01229,7.13E-05
SRPX,-3.58413,0.000378188
ZNF24,4.42113,1.25E-05
ZNF26,3.22345,0.00136609
C12orf73,3.17275,0.00162177
TMEM57,3.40625,0.000722539
RCBTB1,4.2102,3.13E-05
C11orf57,3.40244,0.000732409
P3H2,-5.41027,1.06E-07
LINC00032,2.81791,0.00506372
MBD1,3.79538,0.00016927
ZC2HC1B,2.77988,0.00568403
MBNL1,3.22846,0.00134299
TOMM70,3.82454,0.000151035
TAX1BP1,-2.8221,0.00499923
HIST1H2AB,3.02349,0.00265306
KRTAP9-4,4.21883,3.02E-05
ARHGEF2,2.96199,0.0032314
GATC,3.44588,0.000626964
RANBP2,2.6372,0.00867184
ZAK,-2.92599,0.00362134
IGFBP6,-3.45467,0.000607434
IGFBP3,-3.82041,0.0001535
LRBA,3.80846,0.000160846
SFPQ,3.713,0.000232645
SNX20,2.87382,0.00426286
KIF18A,-3.10657,0.00202205
LOC100506498,-2.78724,0.00555895
MED23,3.65332,0.00029186
WDR86,3.85541,0.000133769
PINK1,-2.6623,0.00806103
CNIH1,-3.46066,0.000594436
NEK6,-4.3512,1.70E-05
ZNF266,2.62174,0.00906838
NCKAP1,-4.20445,3.20E-05
IQGAP2,4.58881,5.91E-06
ESRP2,-3.49234,0.000529976
UPP1,-5.61311,3.63E-08
UCK2,4.37446,1.54E-05
NDUFB11,2.88193,0.00415678
CCHCR1,-3.13782,0.0018229
CNKSR1,-3.32336,0.000967915
TRPM4,-3.22152,0.0013751
ZKSCAN2,3.92056,0.000103253
MBTD1,4.90239,1.36E-06
TUBB6,-3.93518,9.74E-05
ANKRD46,4.00529,7.33E-05
LOC100505918,3.96958,8.48E-05
LDLRAD4,3.0296,0.00260109
CDK9,2.65638,0.00820156
CDK7,-2.94351,0.0034265
LOC728175,2.65001,0.008355
TRIOBP,-3.55156,0.000426653
DUSP14,-3.57263,0.000394678
TOPBP1,3.72178,0.000224951
TMEM115,-3.59474,0.000363551
HSF2BP,-4.50619,8.58E-06
STMN2,2.7413,0.00638292
CCNDBP1,3.06788,0.00229643
ECD,-3.10049,0.00206307
BORCS5,3.2321,0.00132638
PTGFRN,-4.53477,7.55E-06
LINC00161,3.6917,0.000252341
TMED7,-2.79786,0.00538265
EMC9,-2.80143,0.00532451
APOBEC4,3.23807,0.00129962
FGFBP3,2.90712,0.0038424
